longitude,latitude,Diameter:double,Color:integer,Note:string,User:string
294.76367,5.31445,4000.0,-16777216,,klaferri@purdue.edu
295.43945,4.44727,6000.0,-16777216,,klaferri@purdue.edu
294.42969,6.68555,5000.0,-16777216,,klaferri@purdue.edu
295.82617,6.67969,5000.0,-16777216,,klaferri@purdue.edu
294.48242,5.74219,4000.0,-16777216,,klaferri@purdue.edu
295.20508,8.10547,4000.0,-16777216,,klaferri@purdue.edu
295.52344,8.32227,4000.0,-16777216,,klaferri@purdue.edu
294.50781,9.79687,4000.0,-16777216,,klaferri@purdue.edu
295.86523,8.04492,4000.0,-16777216,,klaferri@purdue.edu
296.61914,8.01562,4000.0,-16777216,,klaferri@purdue.edu
296.05664,6.53711,4000.0,-16777216,,klaferri@purdue.edu
296.35352,4.50195,4000.0,-16777216,,klaferri@purdue.edu
