longitude,latitude,Diameter:double,Color:integer,Note:string,User:string
37.91016,-26.49219,17000.0,-16777216,,klaferri@purdue.edu
38.85547,-26.51563,13000.0,-16777216,,klaferri@purdue.edu
37.80078,-26.19531,11000.0,-16777216,,klaferri@purdue.edu
39.46875,-25.14453,19000.0,-16777216,,klaferri@purdue.edu
39.28516,-24.82031,11000.0,-16777216,,klaferri@purdue.edu
39.70703,-24.28516,21000.0,-16777216,,klaferri@purdue.edu
38.96484,-24.98828,13000.0,-16777216,,klaferri@purdue.edu
39.71484,-25.36328,8000.0,-16777216,,klaferri@purdue.edu
38.57813,-25.41797,10000.0,-16777216,,klaferri@purdue.edu
38.36328,-25.19922,8000.0,-16777216,,klaferri@purdue.edu
37.94531,-25.41406,17000.0,-16777216,,klaferri@purdue.edu
37.29297,-25.29688,11000.0,-16777216,,klaferri@purdue.edu
38.26172,-24,23000.0,-16777216,,klaferri@purdue.edu
38.04688,-23.94531,9000.0,-16777216,,klaferri@purdue.edu
37.82813,-23.42969,13000.0,-16777216,,klaferri@purdue.edu
39.61328,-22.82031,9000.0,-16777216,,klaferri@purdue.edu
39.70703,-22.57813,8000.0,-16777216,,klaferri@purdue.edu
39.98828,-23.29297,23000.0,-16777216,,klaferri@purdue.edu
38.78125,-22.34375,14000.0,-16777216,,klaferri@purdue.edu
38.84766,-21.37109,19000.0,-16777216,,klaferri@purdue.edu
39.57031,-21.35547,19000.0,-16777216,,klaferri@purdue.edu
39.30078,-20.85156,14000.0,-16777216,,klaferri@purdue.edu
39.04297,-20.70703,11000.0,-16777216,,klaferri@purdue.edu
39.11719,-20.22656,20000.0,-16777216,,klaferri@purdue.edu
37.69531,-21.16406,10000.0,-16777216,,klaferri@purdue.edu
37.11328,-20.08594,12000.0,-16777216,,klaferri@purdue.edu
36.32031,-20.27734,19000.0,-16777216,,klaferri@purdue.edu
35.10938,-20.52344,17000.0,-16777216,,klaferri@purdue.edu
35.07813,-21.32813,8000.0,-16777216,,klaferri@purdue.edu
34.32812,-22.39453,20000.0,-16777216,,klaferri@purdue.edu
32.45312,-21.44922,14000.0,-16777216,,klaferri@purdue.edu
33.58984,-23.10938,24000.0,-16777216,,klaferri@purdue.edu
31.49609,-22.99219,28000.0,-16777216,,klaferri@purdue.edu
33.85938,-22.3125,8000.0,-16777216,,klaferri@purdue.edu
35.40234,-23.36328,25000.0,-16777216,,klaferri@purdue.edu
35.41797,-23.47656,11000.0,-16777216,,klaferri@purdue.edu
35.97266,-24.69531,25000.0,-16777216,,klaferri@purdue.edu
36.67578,-26.48828,27000.0,-16777216,,klaferri@purdue.edu
36.67188,-27.40234,11000.0,-16777216,,klaferri@purdue.edu
36.44531,-26.83203,19000.0,-16777216,,klaferri@purdue.edu
34.03906,-25.93359,23000.0,-16777216,,klaferri@purdue.edu
34.82422,-26.10938,27000.0,-16777216,,klaferri@purdue.edu
34.30859,-26.82031,8000.0,-16777216,,klaferri@purdue.edu
33.75781,-28.16406,8000.0,-16777216,,klaferri@purdue.edu
32.82031,-26.46875,8000.0,-16777216,,klaferri@purdue.edu
36.17969,-28.11719,8000.0,-16777216,,klaferri@purdue.edu
36.17188,-22.83594,25000.0,-16777216,,klaferri@purdue.edu
